user_id,item_id,recommend,year_posted,sentiment_analysis
LORDxHAWK,221100,0,2014,0
76561198091688762,304930,1,2014,0
76561198071329574,218230,1,2015,1
76561198071329574,570,1,2015,2
76561198050509172,233450,1,2014,1
Loresdalla,219740,1,2013,1
Loresdalla,319630,1,2015,1
Loresdalla,292030,1,2015,1
ScottieKillerBR,236430,1,2014,1
ScottieKillerBR,49520,1,2013,1
ScottieKillerBR,620,1,2013,1
76561198061057790,221100,1,2014,1
76561198070361854,322330,1,2015,2
76561198070361854,219740,1,2015,1
76561198070361854,304930,1,2015,2
76561198070361854,298630,1,2015,1
76561198070361854,265630,1,2015,2
76561198070361854,317360,1,2015,1
76561198070361854,105600,1,2015,0
76561198070361854,3390,1,2015,2
76561198070361854,218620,1,2015,2
0468313256,440,1,2014,2
76561198064649950,268420,1,2015,0
Lovekin,33930,1,2013,2
76561198067269712,287700,1,2015,1
ChrisyDoesntMissy,94400,0,2014,2
dotasupimpa,233980,1,2014,0
dotasupimpa,200710,1,2013,0
lozenger,247730,1,2014,2
lozenger,570,1,2014,2
76561198080509850,227300,1,2014,1
76561198035313379,304930,0,2014,0
76561198035313379,225160,1,2013,2
76561198035313379,440,1,2013,1
76561198035313379,1250,1,2012,1
76561198028950490,282900,1,2015,2
76561198028950490,72850,1,2015,2
76561198028950490,236090,1,2015,0
76561198028950490,250900,1,2015,2
76561198028950490,248310,1,2014,2
fitemeirlfget,92100,1,2015,1
fitemeirlfget,60,1,2015,0
fitemeirlfget,322920,0,2015,2
fitemeirlfget,4570,1,2014,2
76561198031172261,222880,1,2015,0
sgt116,236390,1,2015,2
sgt116,440,1,2011,2
LTjohnsen,238460,1,2014,2
LGV,107100,1,2014,1
76561198036772520,730,1,2015,0
luca521,233610,1,2015,1
luca521,214950,0,2013,1
luca521,252950,1,2015,1
TheBlackHammersAssassin,113200,1,2014,2
lucasfinamorbr,24200,1,2014,1
76561198086758138,440,1,2014,2
76561198086758138,221640,1,2014,2
1889999999999999,24200,1,2014,2
LuccaTelles,105600,1,2014,1
LucidKing,333930,1,2015,2
cayden97,231670,1,2014,2
76561198054721107,39000,1,2014,2
22502250,570,1,2014,2
76561198059755685,4000,0,2015,0
76561198059755685,286160,1,2015,0
lucy_cl,730,1,2015,2
76561198070969637,570,1,2014,2
Luftkopf,227940,0,2015,0
76561198076322243,322170,1,2015,2
76561198076322243,233250,1,2014,2
76561198076322243,250900,1,2014,2
76561198076322243,268750,1,2014,1
76561198076322243,113200,1,2014,1
76561198076322243,219740,1,2013,0
76561198114939945,730,1,2014,1
76561198052914690,570,1,2015,1
76561198052914690,322330,1,2015,2
76561198052914690,224760,1,2015,2
luizmce,399430,0,2015,1
luizmce,301520,1,2015,1
76561198047542758,50300,1,2013,2
76561198047542758,28050,1,2013,1
76561198036536018,226700,1,2015,0
76561198036536018,211420,1,2015,1
76561197991872030,236390,1,2014,2
76561197991872030,10680,0,2014,2
76561197991872030,550,1,2014,1
76561198087716285,105600,1,2013,2
claytonlee,570,1,2014,2
Lumii92,39120,1,2014,2
lumpty,252950,1,2015,0
LumpyPoser,204360,1,2013,1
LumpyPoser,209000,1,2013,1
76561198159891952,730,1,2015,2
76561198159891952,10180,1,2015,2
Lunabird,72850,1,2011,2
HoQG,730,1,2015,0
Lixoanormal,208090,1,2014,1
Lixoanormal,218740,1,2014,2
Lixoanormal,440,1,2014,1
lurchibald,242800,0,2014,0
lurchibald,334230,0,2015,1
lurchibald,423120,1,2015,2
76561198096922815,329440,1,2015,2
76561198096922815,266110,1,2015,2
76561198096922815,570,1,2014,2
76561198096922815,346110,1,2015,1
76561198096922815,730,1,2015,0
creamlc,204100,1,2014,2
creamlc,72850,1,2014,2
creamlc,218620,0,2014,2
Luugo,207140,1,2014,1
Luugo,620,1,2014,1
Luugo,267550,1,2014,1
76561198064157523,209000,1,2014,1
Gunzerker1003,252490,1,2015,1
Gunzerker1003,346010,1,2015,2
Gunzerker1003,322170,1,2014,0
Gunzerker1003,49520,1,2014,2
Gunzerker1003,304930,1,2014,1
Gunzerker1003,241540,1,2014,1
Gunzerker1003,10180,1,2014,0
76561197972209961,219640,1,2014,2
76561197969599867,359550,0,2015,0
76561198042926871,207610,1,2013,2
76561198190651641,291550,1,2015,1
76561198190651641,730,1,2015,1
bryannnn,570,1,2013,2
LynkHD,385800,1,2015,2
LynkHD,271590,1,2015,1
76561198062193315,570,1,2014,2
ly_cheen,218620,0,2015,1
ly_cheen,283370,0,2015,0
ly_cheen,375950,1,2015,2
ly_cheen,264380,1,2015,2
ly_cheen,341720,1,2015,2
ly_cheen,209370,1,2015,2
ly_cheen,287980,1,2015,2
ly_cheen,440,1,2012,1
76561198035136974,221100,0,2015,1
iluvbutt,221100,0,2015,2
iluvbutt,34900,1,2015,0
iluvbutt,219680,1,2014,1
76561198078429786,207230,1,2015,2
76561198078429786,200710,1,2014,1
memegod,240,1,2015,1
memegod,319510,1,2015,1
memegod,440,1,2014,2
memegod,208090,1,2014,1
memegod,304930,1,2015,1
76561198056707381,298110,1,2015,2
NonoNoNo890,211820,1,2014,0
NonoNoNo890,440,1,2013,1
8j2c4,313340,1,2015,0
8j2c4,6060,1,2015,2
8j2c4,244710,1,2014,1
8j2c4,377160,0,2015,0
8j2c4,218620,1,2015,2
8j2c4,32400,1,2015,2
8j2c4,65980,1,2015,1
8j2c4,304930,0,2015,1
8j2c4,4000,1,2015,0
76561198046685572,242570,1,2013,1
76561198046685572,43110,1,2012,1
76561198046685572,113420,1,2012,2
76561198046685572,21170,1,2012,1
76561198046685572,4000,1,2011,2
76561198046685572,24200,1,2011,2
76561198046685572,107900,1,2011,2
76561198046685572,440,1,2011,2
m0ng,113200,1,2014,0
Monsta_,221100,1,2015,2
Monsta_,730,1,2015,2
m1lkingdud,730,1,2015,0
m1lkingdud,241930,1,2014,2
m1lkingdud,252490,1,2015,2
m1lkingdud,72850,1,2014,2
m1lkingdud,213670,1,2014,2
m1lkingdud,211820,1,2014,1
m1lkingdud,4000,1,2014,2
m1lkingdud,440,1,2014,1
m1lkingdud,8980,1,2013,2
m1lkingdud,500,1,2013,2
76561197993114886,110800,1,2015,2
76561197993114886,208650,0,2015,1
lonelyming,440,1,2014,2
M4rty_C,304930,0,2015,0
M4rty_C,286100,1,2015,0
masterroach,304930,1,2014,0
ltayl1,2570,0,2014,0
76561198046868249,730,1,2015,2
mac085,211500,1,2014,1
mac085,39000,1,2014,2
macaso,245550,1,2014,1
Ebolaassnigga,231430,1,2015,2
76561198055685900,60,1,2014,1
76561198055685900,211600,1,2015,1
76561198055685900,225160,1,2014,2
76561198055685900,3900,1,2014,2
76561198055685900,6910,1,2014,1
kappaccino,391540,1,2015,1
kaexa,233270,1,2013,2
76561198083233789,222880,1,2015,2
76561198083233789,500,1,2014,2
76561198071478454,440,1,2012,2
MacMan2710,218230,1,2014,1
MacMan2710,200210,1,2012,1
MacMan2710,17080,1,2014,2
MacMan2710,241640,1,2013,1
zjaerya135,311210,1,2015,1
Imnotfromaustraliakids,107410,1,2013,2
Imnotfromaustraliakids,1200,1,2013,2
Imnotfromaustraliakids,236390,1,2015,0
Imnotfromaustraliakids,218620,1,2015,1
Imnotfromaustraliakids,4000,1,2014,2
Imnotfromaustraliakids,220,1,2014,0
Imnotfromaustraliakids,550,1,2013,1
macrev,104900,1,2015,2
nelso,212680,1,2013,1
MADxMADxMARIO,570,1,2013,1
MADxMADxMARIO,232430,1,2014,2
MadTheck,105600,1,2015,2
adam_mer0011,440,1,2014,2
MadameMcThunder,105600,1,2014,0
MadameMcThunder,227300,1,2014,2
MadameMcThunder,72850,1,2014,1
MadameMcThunder,8930,1,2014,1
76561198036902336,570,1,2015,2
ZakGod09,200210,0,2014,0
maddogreilly999,204360,1,2012,2
maddogreilly999,65800,1,2012,2
MaddyS99,105600,1,2014,2
MaddyS99,224540,1,2014,2
madengineer,244160,1,2015,2
madengineer,39200,0,2015,0
madengineer,440,1,2014,0
madgreg,356510,1,2015,1
76561198042944630,339800,1,2015,1
Born_of_Fire,231740,1,2014,1
Born_of_Fire,211820,1,2013,2
76561198060473341,209650,0,2015,0
76561198060473341,72850,1,2014,1
Moba42,440,1,2014,0
76561197998095312,298630,1,2015,1
76561198080460427,230410,1,2014,1
76561198080460427,209870,1,2015,2
Magic_Carp,322170,1,2015,2
Hugh-Mungus,262410,1,2014,2
Hugh-Mungus,304930,1,2014,1
Hugh-Mungus,248570,0,2014,1
Hugh-Mungus,105600,1,2014,2
Hugh-Mungus,440,1,2014,1
Hugh-Mungus,228940,1,2014,2
Hugh-Mungus,11020,1,2014,2
76561198043922525,248820,1,2014,1
76561198034156056,105600,1,2011,1
76561198034156056,63200,1,2011,2
76561198034156056,35700,1,2012,0
76561198034156056,107100,1,2011,1
76561198034156056,24980,1,2011,2
76561198034156056,17460,1,2011,1
Powa_MaGix,730,1,2015,1
Powa_MaGix,219190,1,2014,2
mmaddogtm,221640,1,2014,1
mmaddogtm,570,1,2013,0
mmaddogtm,204530,1,2014,2
mmaddogtm,224760,1,2014,2
mmaddogtm,233150,1,2014,1
mmaddogtm,245550,1,2014,0
mmaddogtm,239030,1,2014,2
76561198054837119,730,1,2015,2
76561198048022041,238320,1,2014,0
76561198048022041,274940,1,2015,2
76561198048022041,440,1,2012,0
76561198080651606,43160,1,2014,2
76561198080651606,3920,1,2014,1
76561198080651606,203770,1,2013,2
76561198080651606,242050,1,2013,1
mahj-,730,1,2014,1
mahj-,570,1,2013,2
chooves,570,1,2014,2
chooves,4000,1,2013,2
CantTellMeNothin,55230,1,2012,0
76561198096670934,236390,1,2014,2
76561198096670934,70000,1,2015,0
Dampflok,39510,1,2014,1
Dampflok,244850,1,2014,2
76561198067161818,413850,1,2015,1
76561198099702159,215470,1,2014,1
76561198045973971,219640,1,2013,2
76561198093272537,210770,1,2014,1
76561198049937609,344740,1,2015,1
76561198049937609,272890,1,2014,1
76561198031043766,271590,0,2015,0
76561198097320856,271590,1,2015,2
76561197964317648,350080,1,2015,1
76561197964317648,405820,1,2015,2
76561197989053217,230410,1,2014,1
reallifecheater,202970,1,2014,1
reallifecheater,265930,1,2014,0
reallifecheater,219150,1,2014,1
reallifecheater,550,1,2013,1
reallifecheater,218620,1,2014,1
reallifecheater,226700,0,2013,1
reallifecheater,49520,1,2013,1
reallifecheater,219640,1,2013,1
reallifecheater,730,1,2014,1
reallifecheater,243470,1,2014,0
niwith,221100,1,2014,0
niwith,304930,1,2014,2
niwith,301520,1,2014,1
niwith,244850,1,2014,0
niwith,4000,1,2013,2
76561198042504196,48000,1,2012,1
76561198042504196,42680,1,2012,0
76561198042504196,620,1,2012,1
LG2301,252490,1,2014,1
jamesh98,50300,1,2015,2
76561198065109854,311210,1,2015,1
76561198048363750,304930,1,2014,2
76561198081265170,222730,1,2015,1
76561198081265170,337320,1,2015,0
76561198081265170,550,1,2015,2
76561198081265170,416640,1,2015,1
76561198081265170,242860,1,2015,1
gowuigilol1,550,1,2014,2
martinrocks,730,1,2014,1
martinrocks,620,1,2014,2
martinrocks,4760,1,2014,2
martinrocks,4000,1,2014,0
76561198071626375,317470,1,2014,1
76561198082134799,308420,0,2015,1
76561198066662465,271290,1,2014,2
76561198066662465,255220,1,2015,2
76561198066662465,423880,1,2015,2
76561198066662465,219640,1,2015,2
76561198066662465,8870,1,2015,2
76561198066662465,332800,1,2015,1
76561198066662465,319510,1,2015,1
76561198084408440,322170,1,2015,2
76561198053521602,211600,1,2015,0
2pacisaliveincuba,730,1,2015,0
eroth,440,1,2013,2
76561198047765065,208090,1,2014,2
76561198094663041,322170,1,2015,2
76561198094663041,204360,1,2014,2
MantisTobogganThe2nd,440,1,2013,1
MantisTobogganThe2nd,4000,1,2015,2
MantisTobogganThe2nd,346900,1,2015,1
76561198023519729,239200,1,2015,1
manuelpr039,212480,1,2015,1
manuelpr039,252950,1,2015,1
manuelpr039,9480,1,2015,1
manuelpr039,15700,1,2015,1
mapachenegro,218620,1,2014,1
maplesyrupguy,240,1,2015,2
maplesyrupguy,730,1,2014,1
maplesyrupguy,319740,1,2015,2
mappy319df,236390,1,2014,2
76561198086279622,440,1,2014,1
76561198086279622,550,1,2014,1
76561198043712583,363440,0,2015,0
76561198043712583,332800,1,2014,1
76561198043712583,359050,1,2015,2
76561198091479250,236370,1,2015,1
76561198091479250,204080,1,2014,1
76561198091479250,104900,1,2014,1
76561198095450609,209670,1,2015,1
76561198058752236,266150,1,2015,1
Marcosvfv,243450,1,2014,2
76561198070840754,570,1,2014,1
marhan,292030,1,2015,1
marhan,239140,1,2015,1
marhan,208650,0,2015,0
76561198097313353,253710,0,2015,1
76561198029771387,268050,1,2014,0
76561198029771387,292120,1,2014,2
mario6345,620,1,2014,2
mario6345,212680,1,2013,0
JackPipsam,620,1,2011,2
JackPipsam,97100,1,2011,0
JackPipsam,440,1,2011,0
JackPipsam,22330,1,2011,2
JackPipsam,15620,1,2011,2
JackPipsam,8930,1,2010,2
JackPipsam,300,1,2010,2
CmonGiveMeATripleKill,212180,1,2014,1
CmonGiveMeATripleKill,311210,1,2015,1
sionisindustries,440,1,2014,2
76561198072273253,223710,1,2013,1
MarkiPoli,319630,1,2015,2
MarkiPoli,274900,1,2015,2
MarkiPoli,224060,1,2015,2
MarkiPoli,303210,0,2015,1
76561198059070449,421700,1,2015,2
76561198059070449,221100,0,2015,2
76561198059070449,333600,1,2015,1
76561198059070449,7670,1,2014,2
76561198059070449,220440,1,2015,2
Marksinator,550,1,2013,2
Marksinator,316720,1,2015,2
Marksinator,72850,1,2013,1
Marksinator,345610,1,2015,2
Marksinator,333600,1,2015,2
SHaBanGAbaNG,242860,1,2015,1
76561198122123166,212070,1,2015,1
marmotas,107410,1,2014,2
marmotas,398710,1,2015,2
marmotas,96100,1,2014,2
marmotas,304930,1,2014,1
marmotas,570,1,2013,1
76561198044605552,238460,1,2015,1
76561198044605552,219640,1,2014,1
76561198044605552,239220,1,2014,2
76561198044605552,1250,1,2014,1
KillerDoritoZ,226700,1,2014,2
KillerDoritoZ,218620,1,2015,2
KillerDoritoZ,57900,0,2014,0
76561198069965060,265930,1,2014,1
420Club,243470,1,2014,2
76561198094136811,730,1,2013,1
76561198182154914,8930,1,2015,2
MartinMayonnaise,70,1,2013,2
76561198071104985,243870,1,2015,1
76561198071104985,50300,1,2015,0
76561198071104985,332800,1,2015,1
76561198071104985,440,1,2013,2
martythepanda,371180,1,2015,1
76561198014200832,8930,1,2014,2
MarucTp,29800,1,2015,1
Noorman,304930,1,2014,1
Noorman,4000,1,2015,1
Noorman,35140,1,2015,1
Noorman,218230,1,2015,1
VanClash,259720,1,2014,2
VanClash,440,1,2012,1
VanClash,630,1,2011,0
VanClash,3910,1,2010,2
VanClash,251990,1,2013,2
VanClash,80000,1,2011,1
viniff3,226320,0,2014,1
viniff3,243870,1,2015,2
76561198064910840,271590,1,2015,2
76561198064910840,242050,1,2015,2
76561198064910840,272350,1,2014,2
76561198064910840,259080,1,2013,2
76561198064910840,440,1,2014,1
76561198064910840,206420,1,2014,2
76561198064910840,221100,1,2014,0
76561198064910840,252490,1,2014,0
76561198064910840,265630,1,2014,2
76561198059576557,306460,1,2014,1
76561198062454216,264200,1,2014,2
76561198062454216,42160,1,2013,2
HaloGummi,271590,1,2015,1
TBMC,570,1,2014,2
TBMC,238960,1,2013,2
Master25Oficial,440,1,2013,1
Master25Oficial,236510,1,2014,2
Master25Oficial,287700,1,2015,1
Master25Oficial,273110,1,2015,1
Master25Oficial,7670,1,2014,1
Master25Oficial,70000,1,2014,1
Master25Oficial,104700,1,2014,1
bobibonk,105600,1,2013,2
random_dude_117,301520,1,2014,2
76561198028388756,550,1,2014,2
Mastermind1998,22230,1,2013,1
Mastermind1998,550,1,2013,0
76561198057479361,49520,1,2014,2
76561198057479361,56400,1,2014,0
76561198057479361,620,1,2014,0
Captain_Honey,304930,1,2014,2
Captain_Honey,335330,0,2015,0
reallycoolman,243870,1,2014,2
reallycoolman,227940,1,2014,1
reallycoolman,440,1,2014,1
reallycoolman,208090,1,2014,2
reallycoolman,242720,1,2014,1
reallycoolman,214850,1,2014,2
reallycoolman,224260,1,2014,1
76561198079899934,291210,0,2015,1
76561198074993638,242760,1,2015,1
76561198087809390,221100,1,2015,2
76561198087809390,730,0,2015,0
091263,220240,1,2013,1
091263,218620,1,2014,1
091263,32430,1,2014,2
091263,48000,1,2013,1
091263,105600,1,2013,2
091263,204340,1,2013,0
091263,262550,1,2014,1
091263,24240,1,2013,1
091263,3483,1,2013,1
TREEPAlN,730,1,2014,1
76561198071083918,322330,1,2015,1
mathelus,240,1,2012,1
mathelus,17080,1,2012,1
clawbot44,284160,1,2014,2
xmatiias,218620,1,2014,1
xmatiias,113400,1,2014,2
xmatiias,730,1,2013,1
xmatiias,440,1,2013,1
xmatiias,356070,1,2015,1
matocake,730,1,2015,2
76561198059298985,311210,1,2015,1
76561198059298985,271590,0,2015,0
76561198059298985,295110,1,2015,2
76561198059298985,730,1,2015,2
76561198044675502,730,1,2015,1
76561198044675502,359550,1,2015,2
76561198065145032,227300,1,2015,1
76561198072851994,239220,1,2014,2
76561198072851994,224600,1,2014,1
Matt4Prez2K16,252490,1,2014,2
Matt4Prez2K16,4000,1,2013,2
Matt4Prez2K16,251850,0,2015,1
Matt4Prez2K16,239220,0,2015,1
Matt4Prez2K16,261820,0,2014,0
Matt4Prez2K16,208090,1,2014,2
76561198034985315,72850,1,2015,2
MattaPuttasPT,65800,1,2015,2
MattaPuttasPT,620,1,2015,2
MattaPuttasPT,207140,1,2015,0
MattaPuttasPT,70000,1,2015,2
MattaPuttasPT,216110,1,2015,1
MattaPuttasPT,252490,1,2013,1
MattaPuttasPT,291480,0,2015,0
76561198049382758,360870,1,2015,1
76561198049382758,49520,1,2014,1
76561198049382758,72850,1,2015,2
76561198049382758,211420,1,2015,1
76561198008760866,270170,0,2014,0
76561198008760866,346110,0,2015,1
76561198083444374,107410,1,2014,1
76561198083444374,250400,0,2014,1
76561198083444374,295690,1,2015,1
MattrAus,370100,0,2015,1
MattrAus,221260,1,2015,2
Matttopia,263760,1,2014,2
Matttopia,4000,1,2014,1
Matttopia,319510,1,2014,2
Matttopia,208090,0,2014,0
Matttopia,242880,1,2014,2
76561198027720165,391460,0,2015,1
76561198027720165,235780,1,2013,1
76561198027720165,315260,0,2014,2
76561198085470909,241930,1,2014,1
MinerKnight,244770,1,2015,1
MinerKnight,4000,1,2013,2
MinerKnight,306130,1,2015,1
MinerKnight,391540,1,2015,2
MinerKnight,255070,0,2015,2
MinerKnight,417860,1,2015,1
MinerKnight,324810,1,2015,1
MinerKnight,247000,1,2015,1
maverick1126,218620,1,2015,1
maverick1126,221100,1,2014,2
maverick1126,35450,1,2014,2
maverick1126,230410,1,2014,2
maverick1126,236390,1,2013,1
maverick1126,440,1,2013,1
76561198064872377,224540,1,2013,0
76561198064872377,220,1,2013,1
fuckingdinasaww,222880,1,2014,2
fuckingdinasaww,10,1,2014,2
fuckingdinasaww,730,1,2014,1
fuckingdinasaww,295110,1,2015,2
fuckingdinasaww,4000,1,2013,2
fuckingdinasaww,240,1,2013,2
_maximus,306660,1,2015,1
maxstupo,219640,1,2014,2
maxy21,221100,1,2014,2
mayaismywife,234160,1,2014,0
mayaismywife,730,1,2015,2
TANTANTAN1,218620,1,2015,1
TANTANTAN1,291480,1,2015,1
TANTANTAN1,730,0,2015,1
TANTANTAN1,570,1,2014,1
joshuacowan23,440,1,2013,1
Pregao07,346110,1,2015,2
mind_fucked,4000,1,2014,0
halback4,8930,1,2014,0
halback4,730,1,2014,0
halback4,440,1,2014,2
halback4,1250,1,2013,1
76561198087930289,440,1,2014,1
C9Kfl0m,730,1,2014,0
mazzabro,261700,1,2014,1
mazzabro,1250,1,2014,2
mazzarc,220440,1,2014,2
mazzarc,8870,1,2013,2
mblades,218230,1,2013,1
MebzAdventures,550,1,2015,1
aarenswag,202970,1,2014,2
sexybabes,238460,1,2014,2
McLovinOFFICIAL,243470,1,2014,0
McLovinOFFICIAL,218620,1,2014,2
Admiral_Jt,570,1,2014,1
Admiral_Jt,221100,1,2014,2
Admiral_Jt,218620,1,2014,1
Admiral_Jt,72850,1,2014,0
Admiral_Jt,212680,1,2014,0
MC2001,227940,1,2015,1
Mcboyo,105600,1,2015,1
Mcboyo,4000,1,2014,2
Mcboyo,248570,1,2014,1
Mcboyo,440,0,2013,2
76561198095959526,730,1,2015,2
76561198095959526,440,1,2015,2
76561198095959526,242760,1,2014,0
76561198095959526,4000,1,2014,2
Gabbu,304930,1,2014,1
Gabbu,231060,0,2015,1
76561198043802521,104900,1,2014,1
maxmonaey,232890,1,2014,1
maxmonaey,322920,1,2015,1
maxmonaey,214950,1,2015,2
assperabass,730,1,2014,1
76561198101324330,4000,1,2015,2
76561198101324330,105600,1,2014,2
UltimateAlloy,4000,1,2013,2
UltimateAlloy,570,1,2015,1
76561198059301330,208090,0,2015,0
76561198059301330,204880,1,2014,1
76561198059301330,220,0,2015,2
76561198059301330,221640,1,2015,0
76561198059301330,440,1,2015,0
76561198059301330,72850,1,2015,1
76561198059301330,301520,1,2014,1
76561198059301330,105600,1,2013,2
76561198059301330,620,1,2013,2
76561197965224231,730,1,2015,0
76561197965224231,550,1,2014,2
76561198126883516,72850,1,2015,1
mda7,209160,0,2015,0
mda7,204100,1,2015,2
mda7,42680,1,2015,2
mda7,108710,1,2015,1
mda7,261030,0,2015,1
mda7,50620,0,2015,1
76561198025505068,243870,1,2015,2
76561198066639517,38420,1,2015,1
76561198066639517,203770,0,2015,1
Meatman1151,252950,1,2015,2
Meatman1151,221100,1,2014,2
Meatman1151,252490,0,2015,1
76561198066529457,730,1,2015,1
Clinkzton,339800,1,2015,1
Clinkzton,236090,1,2015,2
Clinkzton,105600,1,2014,2
Clinkzton,22370,1,2014,0
Clinkzton,207140,1,2014,1
76561198089875992,262060,1,2015,1
76561198089875992,219150,1,2014,1
76561198026614455,233250,1,2014,2
76561198026614455,9420,1,2014,1
76561198026614455,238960,1,2014,1
76561198026614455,48240,1,2014,1
76561198026614455,40100,1,2014,2
76561198026614455,17410,1,2014,1
76561198026614455,49520,1,2014,1
disregardwomenacquirecurrency,232090,1,2015,1
76561198070942468,333930,1,2015,2
FixItFox,346900,1,2015,0
FixItFox,304930,1,2015,1
FixItFox,265930,1,2015,2
FixItFox,730,1,2015,1
FixItFox,200210,0,2014,0
Edgy1,415030,1,2015,2
Edgy1,233610,1,2014,1
Edgy1,409670,1,2015,1
Edgy1,242720,1,2014,2
76561198049136422,386360,1,2015,2
76561198049136422,208090,1,2014,2
liv0004,219150,1,2013,1
medusameows,113020,1,2013,2
Jarface,440,1,2014,2
76561198084307939,388090,1,2015,1
76561198084307939,315430,0,2015,1
76561198084307939,290280,1,2014,1
76561198084307939,317790,1,2015,2
76561198084307939,400,1,2013,1
eddygotts,239820,1,2014,2
themegastro,550,1,2013,2
MaarTinxu,242760,1,2014,2
MaarTinxu,49520,1,2014,2
MeGoring,730,1,2015,2
MeguminUce,313740,1,2015,1
MeguminUce,248570,1,2014,1
MeguminUce,16720,1,2014,1
MeguminUce,440,1,2013,2
CaptainViggs,204360,1,2013,2
CaptainViggs,200210,1,2013,2
76561198086622542,113400,1,2014,2
darkaceftw,232090,1,2015,2
nerfdarius,730,1,2015,0
tcruisemissile,263440,0,2014,1
tcruisemissile,250600,0,2014,0
76561198094961153,232090,0,2015,1
76561198094961153,236110,1,2015,1
qortmdals003,241560,0,2015,1
pandashan,730,1,2015,2
thomazlol,346900,1,2015,1
thomazlol,200210,1,2014,2
thomazlol,212800,1,2014,2
ItsItsItsItsItsmememe,620,1,2015,1
ItsItsItsItsItsmememe,440,1,2015,1
ItsItsItsItsItsmememe,218620,1,2015,2
ItsItsItsItsItsmememe,323180,1,2015,2
Lockouttaheaven,241930,1,2015,2
Lockouttaheaven,730,1,2015,2
Lockouttaheaven,203160,1,2015,2
Lockouttaheaven,72850,1,2015,2
Lockouttaheaven,570,1,2015,2
76561198071991173,230410,1,2015,2
76561198079507473,440,1,2014,1
howtodoto101,12210,0,2015,1
howtodoto101,104900,1,2014,1
theguywithnobrain,99900,1,2014,1
h00py,70,1,2014,2
76561198044026724,50130,1,2015,1
76561198044026724,730,1,2014,1
76561198044026724,24740,1,2015,2
76561198044026724,4000,1,2014,2
ShadicTripleSeven,233150,1,2015,1
ShadicTripleSeven,200210,0,2014,1
ShadicTripleSeven,230410,1,2014,1
arashk1996,230410,1,2014,2
arashk1996,67370,1,2015,2
Meph--,244870,1,2014,2
Lightbekon,246090,0,2015,0
Lightbekon,233450,1,2015,1
Lightbekon,218620,1,2015,1
Lightbekon,96100,1,2015,0
SorryIloveemilia,320300,1,2015,2
akiraadrien,570,1,2014,1
akiraadrien,271590,1,2015,1
sirasscakes,255710,1,2015,0
sirasscakes,440,1,2014,1
sirasscakes,233450,1,2015,2
sirasscakes,260230,1,2015,2
Derpypotato,233250,1,2014,1
76561198146431031,570,1,2015,1
76561198146431031,730,1,2015,2
76561198146431031,620,1,2015,0
76561198146431031,47870,0,2014,1
76561198146431031,550,1,2014,2
76561198146431031,440,1,2014,2
76561198084179882,4000,1,2014,1
76561198084179882,222900,1,2014,1
hkdgjm,264380,1,2014,1
hkdgjm,203160,1,2013,2
Mett6,241720,1,2013,1
Mett6,202970,1,2014,1
Mett6,208090,1,2014,0
76561198048922542,220,1,2015,1
76561198085513666,242760,1,2014,0
76561198085513666,243870,1,2014,2
GoodOlDick,323240,1,2014,2
76561198064936176,4000,1,2014,2
76561198064936176,346010,1,2015,1
76561198064936176,218980,1,2014,1
76561198064936176,227940,1,2015,1
76561198064936176,302830,1,2015,1
76561198064936176,304930,1,2014,1
76561198064936176,244850,1,2014,1
76561198064936176,220200,1,2014,1
76561198064936176,440,1,2014,2
76561198064936176,250340,1,2013,1
notsaddam,20900,1,2015,2
notsaddam,221100,0,2014,2
notsaddam,297490,1,2015,1
notsaddam,223470,1,2015,2
notsaddam,211420,1,2014,2
76561198027727883,252490,1,2014,2
MEXIGAM3R,730,1,2014,2
MEXIGAM3R,208090,1,2014,2
MEXIGAM3R,209160,1,2015,2
MEXIGAM3R,370100,1,2015,0
MEXIGAM3R,104900,1,2014,2
MEXIGAM3R,91310,1,2013,2
MEXIGAM3R,10180,1,2012,2
mezzamorph,570,1,2015,0
76561198158147651,242760,1,2015,2
76561198027533076,225540,0,2015,1
AusMikey,243470,0,2014,0
AusMikey,730,1,2014,1
AusMikey,221100,1,2014,0
AusMikey,213670,1,2014,2
pixlflames,252490,1,2014,2
pixlflames,278360,1,2015,0
pixlflames,221100,1,2014,2
pixlflames,730,1,2014,1
sir_nickster,20,1,2015,2
sir_nickster,228380,1,2014,2
76561198101601949,346900,1,2015,2
76561198101601949,224260,1,2015,2
76561198087566671,325610,1,2015,2
76561198087566671,214950,1,2015,2
76561198087566671,4700,1,2015,2
76561198087566671,227940,1,2015,2
76561198087566671,34330,1,2014,2
76561198087566671,47400,1,2015,2
76561198087566671,46350,0,2015,0
76561198087566671,343462,1,2015,2
76561198074311103,630,1,2014,1
76561198074311103,212680,1,2014,1
miciah,361640,0,2015,2
miguel3939,24960,1,2014,0
miguel3939,226700,0,2014,1
76561198061208964,12210,1,2013,1
76561198074871696,570,1,2013,2
76561198074871696,440,1,2012,2
micky_d,223630,1,2013,2
micky_d,55230,1,2011,2
76561198155627953,214950,1,2014,2
76561198098447960,265930,1,2015,2
m1dday,292030,1,2015,1
m1dday,247080,1,2015,0
Varck,310080,1,2015,1
76561198106998900,440,1,2014,2
Smithy199,65800,1,2013,2
2390746539217,105600,1,2013,1
2390746539217,72850,1,2013,2
MidorimaShiniarou,440,1,2015,1
MidorimaShiniarou,24240,1,2015,1
