id,user_id,item_id,title,developer,release_date,price,recommend,year_posted,sentiment_analysis,playtime_forever
76561198100282394206420,76561198100282394,206420,Saints Row IV,Deep Silver Volition,2013.0,14.99,1,2014,2,2292
765611980103369816860,76561198010336981,6860,Hitman: Blood Money,Io-Interactive A/S,2006.0,8.99,1,2011,1,752
checkm80209540,checkm80,209540,Strike Suit Zero,Born Ready Games Ltd.,2013.0,19.99,1,2013,2,866
76561198045638756252490,76561198045638756,252490,Rust,Facepunch Studios,2013.0,19.99,1,2014,1,2248
cheesywaffleburger4000,cheesywaffleburger,4000,Garry's Mod,Facepunch Studios,2006.0,9.99,1,2014,0,10661
cheesywaffleburger104900,cheesywaffleburger,104900,ORION: Prelude,"Trek Industries, Inc",2013.0,0.99,0,2015,0,131
cheesywaffleburger215530,cheesywaffleburger,215530,The Incredible Adventures of Van Helsing,NeocoreGames,2013.0,14.99,1,2013,1,161
cheesywaffleburger383980,cheesywaffleburger,383980,Rivals of Aether,Dan Fornace,2017.0,14.99,1,2015,0,597
Cheezles620,Cheezles,620,Portal 2,Valve,2011.0,19.99,1,2013,1,4160
PotatoBlazing278970,PotatoBlazing,278970,Digger Online,DiggerWorld Ltd.,2015.0,9.99,0,2015,1,7
JimmaDougs49520,JimmaDougs,49520,Borderlands 2,"Gearbox Software,Aspyr (Mac &amp; Linux)",2012.0,19.99,1,2014,2,29424
GAHK70,GAHK,70,Half-Life,Valve,1998.0,9.99,1,2015,1,1732
GAHK220,GAHK,220,Half-Life 2,Valve,2004.0,9.99,1,2015,2,1478
GAHK380,GAHK,380,Half-Life 2: Episode One,Valve,2006.0,7.99,1,2015,2,599
GAHK420,GAHK,420,Half-Life 2: Episode Two,Valve,2007.0,7.99,1,2015,1,901
finding_dad214490,finding_dad,214490,Alien: Isolation,"Creative Assembly,Feral Interactive (Mac),Feral Interactive (Linux)",2014.0,39.99,1,2015,2,201
finding_dad271590,finding_dad,271590,Grand Theft Auto V,Rockstar North,2015.0,39.99,1,2015,0,7794
DARKSOULSPVPPPP211420,DARKSOULSPVPPPP,211420,DARK SOULS™: Prepare To Die™ Edition,FromSoftware,2012.0,19.99,1,2015,1,3580
DARKSOULSPVPPPP202970,DARKSOULSPVPPPP,202970,Call of Duty®: Black Ops II,Treyarch,2012.0,59.99,1,2015,2,621
DARKSOULSPVPPPP335300,DARKSOULSPVPPPP,335300,DARK SOULS™ II: Scholar of the First Sin,"FromSoftware, Inc",2015.0,39.99,1,2015,2,2205
DARKSOULSPVPPPP377160,DARKSOULSPVPPPP,377160,Fallout 4,Bethesda Game Studios,2015.0,29.99,1,2015,1,5983
DARKSOULSPVPPPP234140,DARKSOULSPVPPPP,234140,Mad Max,"Avalanche Studios,Feral Interactive (Mac/Linux)",2015.0,19.99,1,2015,2,3791
76561198059640748253710,76561198059640748,253710,theHunter Classic,"Expansive Worlds,Avalanche Studios",2014.0,0.0,1,2015,2,24756
76561198059640748221680,76561198059640748,221680,Rocksmith® 2014 Edition - Remastered,Ubisoft - San Francisco,2016.0,39.99,1,2014,2,4270
assasssin209160,assasssin,209160,Call of Duty®: Ghosts,Infinity Ward,2014.0,59.99,1,2013,2,769
cheltenham98113020,cheltenham98,113020,Monaco: What's Yours Is Mine,Pocketwatch Games,2013.0,14.99,1,2014,2,82
76561198059989388204450,76561198059989388,204450,Call of Juarez® Gunslinger,Techland,2013.0,14.99,1,2014,2,2146
sasssay239820,sasssay,239820,Game Dev Tycoon,Greenheart Games,2013.0,9.99,1,2013,2,1867
7656119805593790665980,76561198055937906,65980,Sid Meier's Civilization®: Beyond Earth™,"Firaxis Games,Aspyr (Mac, Linux)",2014.0,39.99,1,2014,2,162
76561198078524860211820,76561198078524860,211820,Starbound,Chucklefish,2016.0,14.99,1,2013,1,16809
76561198078524860304930,76561198078524860,304930,Unturned,Smartly Dressed Games,2017.0,0.0,1,2014,1,10051
76561198078524860346250,76561198078524860,346250,The Old Tree,Red Dwarf Games,2012.0,0.0,1,2015,2,12
megatetsujin28620,megatetsujin28,620,Portal 2,Valve,2011.0,19.99,1,2015,0,4327
megatetsujin288870,megatetsujin28,8870,BioShock Infinite,"Irrational Games,Aspyr (Mac),Virtual Programming (Linux)",2013.0,29.99,1,2014,1,1812
megatetsujin28391540,megatetsujin28,391540,Undertale,tobyfox,2015.0,9.99,1,2015,1,1123
7656119809715032970000,76561198097150329,70000,Dino D-Day,800 North and Digital Ranch,2011.0,9.99,1,2014,2,1091
quoquo1dog225080,quoquo1dog,225080,Brothers - A Tale of Two Sons,Starbreeze Studios AB,2013.0,14.99,1,2014,2,170
Chickety730,Chickety,730,Counter-Strike: Global Offensive,Valve,2012.0,14.99,1,2015,1,41555
Chickety344760,Chickety,344760,Reign Of Kings,Code}{atch,2015.0,19.99,1,2015,0,867
chicogrande15620,chicogrande,15620,"Warhammer 40,000: Dawn of War II","Relic Entertainment,Feral Interactive (Mac/Linux)",2009.0,19.99,1,2011,1,933
chicogrande20570,chicogrande,20570,"Warhammer® 40,000: Dawn of War® II Chaos Rising","Relic Entertainment,Feral Interactive (Mac/Linux)",2010.0,19.99,1,2011,2,2037
flazep730,flazep,730,Counter-Strike: Global Offensive,Valve,2012.0,14.99,1,2015,1,70658
chikeninahole235460,chikeninahole,235460,METAL GEAR RISING: REVENGEANCE,PlatinumGames,2014.0,29.99,1,2014,1,988
JazzaStatic40800,JazzaStatic,40800,Super Meat Boy,Team Meat,2010.0,14.99,1,2013,1,167
76561198070702618240,76561198070702618,240,Counter-Strike: Source,Valve,2004.0,19.99,1,2015,2,50703
4822674615390,48226746,15390,Brothers in Arms: Hell's Highway™,Gearbox Software,2008.0,9.99,1,2014,2,103
482267461250,48226746,1250,Killing Floor,Tripwire Interactive,2009.0,19.99,1,2014,1,2218
48226746730,48226746,730,Counter-Strike: Global Offensive,Valve,2012.0,14.99,1,2014,0,70308
48226746214950,48226746,214950,Total War™: ROME II - Emperor Edition,Creative Assembly,2013.0,59.95,1,2014,2,20521
48226746238430,48226746,238430,Contagion,"Monochrome, Inc",2013.0,9.99,1,2014,2,392
7656119808478220842910,76561198084782208,42910,Magicka,Arrowhead Game Studios,2011.0,9.99,1,2015,0,322
ParaChymp420,ParaChymp,420,Half-Life 2: Episode Two,Valve,2007.0,7.99,1,2014,2,291
76561198097584957209000,76561198097584957,209000,Batman™: Arkham Origins,"WB Games Montreal,Splash Damage",2013.0,19.99,1,2015,2,3975
chinnaye730,chinnaye,730,Counter-Strike: Global Offensive,Valve,2012.0,14.99,1,2014,2,56109
76561198092457262304050,76561198092457262,304050,Trove,Trion Worlds,2015.0,0.0,1,2015,2,1927
76561198092457262227940,76561198092457262,227940,Heroes &amp; Generals,Reto-Moto,2016.0,0.0,1,2015,2,928
76561198060758376730,76561198060758376,730,Counter-Strike: Global Offensive,Valve,2012.0,14.99,1,2014,2,59318
765611980659878184000,76561198065987818,4000,Garry's Mod,Facepunch Studios,2006.0,9.99,1,2013,2,16090
76561198065987818730,76561198065987818,730,Counter-Strike: Global Offensive,Valve,2012.0,14.99,1,2014,0,44585
76561198065987818218230,76561198065987818,218230,PlanetSide 2,Daybreak Game Company,2012.0,0.0,1,2014,2,676
76561198065987818318530,76561198065987818,318530,Wings of Vi,Grynsoft,2014.0,14.99,1,2014,0,730
76561198044346263206440,76561198044346263,206440,To the Moon,Freebird Games,2011.0,9.99,1,2014,1,294
76561198044346263265930,76561198044346263,265930,Goat Simulator,Coffee Stain Studios,2014.0,9.99,1,2014,2,306
76561198044346263269050,76561198044346263,269050,Year Walk,Simogo,2014.0,5.99,1,2015,2,319
76561198044346263294860,76561198044346263,294860,Valkyria Chronicles™,SEGA,2014.0,19.99,1,2015,1,1594
Chocchipfudge221100,Chocchipfudge,221100,DayZ,Bohemia Interactive,2013.0,34.99,1,2013,2,14913
7656119802967585634030,76561198029675856,34030,Napoleon: Total War™,"The Creative Assembly,Feral Interactive (Mac)",2010.0,19.99,1,2014,2,9112
theMafiaKing12200,theMafiaKing,12200,Bully: Scholarship Edition,Rockstar New England,2008.0,14.99,1,2014,2,88
theMafiaKing203160,theMafiaKing,203160,Tomb Raider,"Crystal Dynamics,Feral Interactive (Mac),Feral Interactive (Linux)",2013.0,19.99,1,2014,2,492
chokadokada4000,chokadokada,4000,Garry's Mod,Facepunch Studios,2006.0,9.99,1,2015,1,27376
chokadokada730,chokadokada,730,Counter-Strike: Global Offensive,Valve,2012.0,14.99,1,2014,0,40834
chokadokada221100,chokadokada,221100,DayZ,Bohemia Interactive,2013.0,34.99,1,2014,1,223
Frostbyte69203160,Frostbyte69,203160,Tomb Raider,"Crystal Dynamics,Feral Interactive (Mac),Feral Interactive (Linux)",2013.0,19.99,1,2014,0,576
Frostbyte69261030,Frostbyte69,261030,The Walking Dead: Season 2,Telltale Games,2013.0,24.99,1,2014,2,773
Frostbyte69255710,Frostbyte69,255710,Cities: Skylines,Colossal Order Ltd.,2015.0,29.99,1,2015,1,662
76561198063036360221100,76561198063036360,221100,DayZ,Bohemia Interactive,2013.0,34.99,1,2014,2,5667
3523436346730,3523436346,730,Counter-Strike: Global Offensive,Valve,2012.0,14.99,1,2014,1,55040
3523436346236430,3523436346,236430,DARK SOULS™ II,"FromSoftware, Inc",2014.0,39.99,1,2015,0,6
765611980711789361250,76561198071178936,1250,Killing Floor,Tripwire Interactive,2009.0,19.99,1,2014,1,121841
7656119807117893663380,76561198071178936,63380,Sniper Elite V2,Rebellion,2012.0,19.99,1,2013,2,97320
7656119807483188957300,76561198074831889,57300,Amnesia: The Dark Descent,Frictional Games,2010.0,19.99,1,2013,1,1021
76561198074831889220160,76561198074831889,220160,Trials Evolution: Gold Edition,"Redlynx Ltd,Ubisoft  Shanghaï",2013.0,19.99,0,2014,0,1201
76561198074831889238320,76561198074831889,238320,Outlast,Red Barrels,2013.0,19.99,1,2013,1,230
76561198074831889265930,76561198074831889,265930,Goat Simulator,Coffee Stain Studios,2014.0,9.99,0,2014,0,205
xxironlakxx252490,xxironlakxx,252490,Rust,Facepunch Studios,2013.0,19.99,1,2014,2,1027
76561198008901482730,76561198008901482,730,Counter-Strike: Global Offensive,Valve,2012.0,14.99,1,2014,1,23849
765611980970589654000,76561198097058965,4000,Garry's Mod,Facepunch Studios,2006.0,9.99,1,2014,0,20406
Christpastor209000,Christpastor,209000,Batman™: Arkham Origins,"WB Games Montreal,Splash Damage",2013.0,19.99,1,2014,1,3306
7656119803576253524960,76561198035762535,24960,Battlefield: Bad Company™ 2,DICE,2010.0,19.99,1,2014,2,1150
madzit8930,madzit,8930,Sid Meier's Civilization® V,"Firaxis Games,Aspyr (Mac, Linux)",2010.0,29.99,1,2014,0,24701
thanatos2048870,thanatos204,8870,BioShock Infinite,"Irrational Games,Aspyr (Mac),Virtual Programming (Linux)",2013.0,29.99,1,2014,2,772
Angon8870,Angon,8870,BioShock Infinite,"Irrational Games,Aspyr (Mac),Virtual Programming (Linux)",2013.0,29.99,1,2013,2,1228
xChromazone355840,xChromazone,355840,Survarium,Vostok Games,2015.0,0.0,1,2015,2,143
thiswar133930,thiswar1,33930,Arma 2: Operation Arrowhead,Bohemia Interactive,2010.0,19.99,1,2013,1,30201
chubbyninja5307780,chubbyninja5,307780,Mortal Kombat X,"NetherRealm Studios,High Voltage Software",2015.0,19.99,0,2015,0,803
CMSO8870,CMSO,8870,BioShock Infinite,"Irrational Games,Aspyr (Mac),Virtual Programming (Linux)",2013.0,29.99,1,2014,2,3666
netto5242720,netto5,242720,GunZ 2: The Second Duel,"Masangsoft, Inc.",2014.0,0.0,0,2014,1,1682
7656119807724885924240,76561198077248859,24240,PAYDAY™ The Heist,OVERKILL Software,2011.0,14.99,1,2014,1,184
76561198077248859730,76561198077248859,730,Counter-Strike: Global Offensive,Valve,2012.0,14.99,1,2014,1,91019
funkymeme4000,funkymeme,4000,Garry's Mod,Facepunch Studios,2006.0,9.99,1,2014,2,11683
funkymeme21090,funkymeme,21090,F.E.A.R.,"Monolith Productions, Inc.,Timegate",2005.0,54.99,1,2014,1,341
funkymeme212680,funkymeme,212680,FTL: Faster Than Light,Subset Games,2012.0,9.99,1,2014,1,3138
765611980729295564000,76561198072929556,4000,Garry's Mod,Facepunch Studios,2006.0,9.99,1,2014,2,29638
76561198072929556204450,76561198072929556,204450,Call of Juarez® Gunslinger,Techland,2013.0,14.99,1,2015,2,279
76561198072929556273110,76561198072929556,273110,Counter-Strike Nexon: Zombies,Nexon,2014.0,0.0,0,2014,1,25
76561198072929556274900,76561198072929556,274900,Murder Miners,JForce Games,2014.0,0.99,1,2015,1,91
76561198072929556271590,76561198072929556,271590,Grand Theft Auto V,Rockstar North,2015.0,39.99,1,2015,1,4210
76561198072896899105600,76561198072896899,105600,Terraria,Re-Logic,2011.0,9.99,1,2014,1,680
765611980728968993900,76561198072896899,3900,Sid Meier's Civilization® IV,Firaxis Games,2005.0,19.99,1,2014,1,363
76561198072896899234190,76561198072896899,234190,Receiver,Wolfire Games,2013.0,4.99,0,2014,1,620
CSGO4lyf298110,CSGO4lyf,298110,Far Cry® 4,"Ubisoft Montreal, Red Storm, Shanghai, Toronto, Kiev",2014.0,29.99,1,2014,1,590
pipekissXD22200,pipekissXD,22200,Zeno Clash,ACE Team,2009.0,9.99,1,2013,2,690
pipekissXD113200,pipekissXD,113200,The Binding of Isaac,Edmund McMillen and Florian Himsl,2011.0,4.99,1,2015,1,587
76561198094055339250900,76561198094055339,250900,The Binding of Isaac: Rebirth,"Nicalis, Inc.",2014.0,14.99,1,2014,2,5460
jh13mvp730,jh13mvp,730,Counter-Strike: Global Offensive,Valve,2012.0,14.99,1,2014,1,14690
76561198075920681109600,76561198075920681,109600,Neverwinter,Cryptic Studios,2013.0,0.0,1,2013,2,5078
recognise48700,recognise,48700,Mount &amp; Blade: Warband,TaleWorlds Entertainment,2010.0,19.99,1,2014,1,2551
LockyBalboa108800,LockyBalboa,108800,Crysis 2 - Maximum Edition,Crytek Studios,2011.0,29.99,1,2014,1,179
7656119807043961173170,76561198070439611,73170,Darkest Hour: A Hearts of Iron Game,Martin Ivanov,2011.0,9.99,1,2013,0,7778
roitethere730,roitethere,730,Counter-Strike: Global Offensive,Valve,2012.0,14.99,1,2015,0,44756
clemboy500214830,clemboy500,214830,Half Minute Hero: Super Mega Neo Climax Ultimate Boy,Opus,2012.0,9.99,1,2014,2,57
clemboy500266210,clemboy500,266210,One Way Heroics,Smoking WOLF,2014.0,3.49,1,2014,2,650
76561198040469947104900,76561198040469947,104900,ORION: Prelude,"Trek Industries, Inc",2013.0,0.99,1,2014,1,342
weaselthing240,weaselthing,240,Counter-Strike: Source,Valve,2004.0,19.99,0,2011,2,16266
weaselthing331200,weaselthing,331200,Grass Simulator,Daniel Davies,2015.0,4.99,1,2015,2,2770
76561198063119247233720,76561198063119247,233720,Surgeon Simulator,Bossa Studios,2013.0,9.99,1,2014,0,1701
76561198063119247252330,76561198063119247,252330,Slender: The Arrival,Blue Isle Studios,2013.0,9.99,1,2014,0,197
76561198063119247213670,76561198063119247,213670,South Park™: The Stick of Truth™,Obsidian Entertainment,2014.0,29.99,1,2015,1,1230
76561198063119247346110,76561198063119247,346110,ARK: Survival Evolved,"Studio Wildcard,Instinct Games,Efecto Studios,Virtual Basement LLC",2017.0,59.99,0,2015,0,680
7656119805279499055230,76561198052794990,55230,Saints Row: The Third,Volition,2011.0,9.99,1,2014,2,7464
765611980888448401250,76561198088844840,1250,Killing Floor,Tripwire Interactive,2009.0,19.99,1,2014,1,4107
76561198088844840230410,76561198088844840,230410,Warframe,Digital Extremes,2013.0,0.0,1,2013,0,2877
76561198088844840209870,76561198088844840,209870,Blacklight: Retribution,Hardsuit Labs,2012.0,0.0,1,2013,2,3112
fieryclockwork248570,fieryclockwork,248570,Toribash,Nabi Studios,2006.0,0.0,1,2014,2,205
ClockworkLunatic22200,ClockworkLunatic,22200,Zeno Clash,ACE Team,2009.0,9.99,1,2015,1,23
ClockworkLunatic219150,ClockworkLunatic,219150,Hotline Miami,Dennaton Games,2012.0,9.99,1,2014,2,941
ClockworkLunatic274190,ClockworkLunatic,274190,Broforce,Free Lives,2015.0,14.99,1,2014,1,698
pwnddumass10,pwnddumass,10,Counter-Strike,Valve,2000.0,9.99,1,2014,2,73
pwnddumass230410,pwnddumass,230410,Warframe,Digital Extremes,2013.0,0.0,1,2014,2,8832
pwnddumass252490,pwnddumass,252490,Rust,Facepunch Studios,2013.0,19.99,1,2014,2,5615
pwnddumass252950,pwnddumass,252950,Rocket League®,"Psyonix, Inc.",2015.0,19.99,1,2015,1,33865
Jackaas21220240,Jackaas21,220240,Far Cry 3,"Ubisoft Montreal, Massive Entertainment, and Ubisoft Shanghai",2012.0,19.99,1,2014,1,6380
765611980472379498930,76561198047237949,8930,Sid Meier's Civilization® V,"Firaxis Games,Aspyr (Mac, Linux)",2010.0,29.99,1,2014,2,55434
76561198047237949730,76561198047237949,730,Counter-Strike: Global Offensive,Valve,2012.0,14.99,1,2014,0,3546
7656119804723794935450,76561198047237949,35450,Red Orchestra 2: Heroes of Stalingrad with Rising Storm,Tripwire Interactive,2011.0,19.99,1,2014,2,5789
7656119804723794965980,76561198047237949,65980,Sid Meier's Civilization®: Beyond Earth™,"Firaxis Games,Aspyr (Mac, Linux)",2014.0,39.99,1,2014,2,20753
Cloudarrahea221100,Cloudarrahea,221100,DayZ,Bohemia Interactive,2013.0,34.99,1,2015,2,4030
76561198094652307204030,76561198094652307,204030,Fable - The Lost Chapters,Lionhead Studios,2011.0,9.99,1,2014,2,1497
76561198061797422212160,76561198061797422,212160,Vindictus,Nexon,2012.0,0.0,1,2014,1,30086
jangMVP730,jangMVP,730,Counter-Strike: Global Offensive,Valve,2012.0,14.99,1,2015,2,32697
765611980631610838190,76561198063161083,8190,Just Cause 2,Avalanche Studios,2010.0,14.99,1,2013,2,447
7656119806316108325000,76561198063161083,25000,Overgrowth,Wolfire Games,2017.0,29.99,1,2013,1,1282
76561198063161083230410,76561198063161083,230410,Warframe,Digital Extremes,2013.0,0.0,1,2014,1,1119
76561198063161083234190,76561198063161083,234190,Receiver,Wolfire Games,2013.0,4.99,1,2013,2,134
76561198063161083242760,76561198063161083,242760,The Forest,Endnight Games Ltd,2014.0,14.99,1,2014,1,6821
76561198063161083211820,76561198063161083,211820,Starbound,Chucklefish,2016.0,14.99,1,2015,2,13432
c1u730,c1u,730,Counter-Strike: Global Offensive,Valve,2012.0,14.99,1,2014,2,199828
76561198046022115219640,76561198046022115,219640,Chivalry: Medieval Warfare,Torn Banner Studios,2012.0,24.99,1,2013,2,100
76561198071176877233720,76561198071176877,233720,Surgeon Simulator,Bossa Studios,2013.0,9.99,1,2014,2,526
76561198071176877258520,76561198071176877,258520,The Vanishing of Ethan Carter,The Astronauts,2014.0,19.99,1,2015,2,144
76561198071176877307780,76561198071176877,307780,Mortal Kombat X,"NetherRealm Studios,High Voltage Software",2015.0,19.99,1,2015,2,118
76561198082567207386360,76561198082567207,386360,SMITE®,Hi-Rez Studios,2015.0,0.0,1,2015,2,44014
CNraympetic202970,CNraympetic,202970,Call of Duty®: Black Ops II,Treyarch,2012.0,59.99,1,2014,1,837
765611980896830534000,76561198089683053,4000,Garry's Mod,Facepunch Studios,2006.0,9.99,1,2014,0,59734
765611980347082266060,76561198034708226,6060,"Star Wars: Battlefront 2 (Classic, 2005)",Pandemic Studios,2005.0,9.99,1,2015,1,159
CockInCider12900,CockInCider,12900,AudioSurf,Dylan Fitterer,2008.0,9.99,1,2014,0,470
CockInCider113200,CockInCider,113200,The Binding of Isaac,Edmund McMillen and Florian Himsl,2011.0,4.99,1,2014,2,716
CockInCider221100,CockInCider,221100,DayZ,Bohemia Interactive,2013.0,34.99,1,2013,2,2648
CockInCider283960,CockInCider,283960,Pajama Sam: No Need to Hide When It's Dark Outside,Humongous Entertainment,1996.0,6.99,1,2014,2,305
76561198056188895200710,76561198056188895,200710,Torchlight II,Runic Games,2012.0,19.99,1,2014,0,977
76561198091710192730,76561198091710192,730,Counter-Strike: Global Offensive,Valve,2012.0,14.99,1,2015,2,40250
illogik01287340,illogik01,287340,Colin McRae Rally,Codemasters Digital,2014.0,6.99,0,2015,1,18
illogik01234140,illogik01,234140,Mad Max,"Avalanche Studios,Feral Interactive (Mac/Linux)",2015.0,19.99,1,2015,2,1336
notcoralee209650,notcoralee,209650,Call of Duty®: Advanced Warfare - Gold Edition,"Sledgehammer Games,Raven Software",2014.0,59.99,1,2014,2,37
notcoralee304930,notcoralee,304930,Unturned,Smartly Dressed Games,2017.0,0.0,1,2014,0,13
notcoralee346110,notcoralee,346110,ARK: Survival Evolved,"Studio Wildcard,Instinct Games,Efecto Studios,Virtual Basement LLC",2017.0,59.99,1,2015,2,1323
darkn64113200,darkn64,113200,The Binding of Isaac,Edmund McMillen and Florian Himsl,2011.0,4.99,1,2013,1,5567
darkn64207610,darkn64,207610,The Walking Dead,Telltale Games,2012.0,24.99,1,2015,1,1438
darkn64200170,darkn64,200170,Worms Revolution,Team17 Digital Ltd,2012.0,14.99,1,2014,0,1947
darkn64266010,darkn64,266010,LYNE,Thomas Bowker,2014.0,2.99,1,2015,0,1001
darkn64409160,darkn64,409160,"Dr. Langeskov, The Tiger, and The Terribly Cursed Emerald: A Whirlwind Heist",Crows Crows Crows,2015.0,0.0,1,2015,0,55
rudetube317620,rudetube,317620,Space Hulk Ascension,Full Control Studios,2014.0,29.99,1,2015,2,405
mickylolz12271590,mickylolz12,271590,Grand Theft Auto V,Rockstar North,2015.0,39.99,0,2015,1,25787
7656119806092938996100,76561198060929389,96100,Defy Gravity Extended,Paul Fisch,2016.0,1.99,0,2015,1,7
claE3ton248570,claE3ton,248570,Toribash,Nabi Studios,2006.0,0.0,1,2014,2,59
claE3ton241600,claE3ton,241600,Rogue Legacy,Cellar Door Games,2013.0,14.99,1,2014,1,10
7656119805648281270,76561198056482812,70,Half-Life,Valve,1998.0,9.99,1,2012,2,1131
76561198056482812391540,76561198056482812,391540,Undertale,tobyfox,2015.0,9.99,1,2015,1,941
76561198066465073244730,76561198066465073,244730,Divekick,"Iron Galaxy Studios, LLC",2013.0,4.99,1,2014,1,589
76561198041883863730,76561198041883863,730,Counter-Strike: Global Offensive,Valve,2012.0,14.99,1,2014,2,59172
76561197982203533205990,76561197982203533,205990,Warlock 2: The Exiled,Ino-Co Plus,2014.0,19.99,1,2015,1,5030
7656119806956106722370,76561198069561067,22370,Fallout 3: Game of the Year Edition,Bethesda Game Studios,2009.0,19.99,1,2014,1,1179
666slayerr6664000,666slayerr666,4000,Garry's Mod,Facepunch Studios,2006.0,9.99,1,2014,0,13505
76561198044885418252490,76561198044885418,252490,Rust,Facepunch Studios,2013.0,19.99,0,2015,0,98
76561198054970463220,76561198054970463,220,Half-Life 2,Valve,2004.0,9.99,1,2014,1,990
7656119805497046370,76561198054970463,70,Half-Life,Valve,1998.0,9.99,1,2014,1,762
765611980549704634560,76561198054970463,4560,Company of Heroes - Legacy Edition,Relic Entertainment,2006.0,19.99,1,2014,1,1748
765611980549704631250,76561198054970463,1250,Killing Floor,Tripwire Interactive,2009.0,19.99,1,2013,1,2939
7656119805497046342700,76561198054970463,42700,Call of Duty®: Black Ops,Treyarch,2010.0,39.99,1,2014,1,5736
Cmdr_Hoosky730,Cmdr_Hoosky,730,Counter-Strike: Global Offensive,Valve,2012.0,14.99,1,2015,2,47160
commanderjao35450,commanderjao,35450,Red Orchestra 2: Heroes of Stalingrad with Rising Storm,Tripwire Interactive,2011.0,19.99,1,2013,1,3928
commanderjao238010,commanderjao,238010,Deus Ex: Human Revolution - Director's Cut,"Eidos Montreal,Feral Interactive (Mac)",2013.0,19.99,1,2014,2,2947
AdvancedUnit4000,AdvancedUnit,4000,Garry's Mod,Facepunch Studios,2006.0,9.99,1,2014,2,43853
AdvancedUnit70000,AdvancedUnit,70000,Dino D-Day,800 North and Digital Ranch,2011.0,9.99,1,2013,2,2172
AdvancedUnit209870,AdvancedUnit,209870,Blacklight: Retribution,Hardsuit Labs,2012.0,0.0,1,2014,1,152
SoleSaliva4000,SoleSaliva,4000,Garry's Mod,Facepunch Studios,2006.0,9.99,1,2015,1,2636
SoleSaliva234710,SoleSaliva,234710,Poker Night 2,Telltale Games,2013.0,4.99,1,2014,2,969
SoleSaliva245170,SoleSaliva,245170,Skullgirls,Lab Zero Games,2013.0,9.99,1,2015,1,296
SoleSaliva8930,SoleSaliva,8930,Sid Meier's Civilization® V,"Firaxis Games,Aspyr (Mac, Linux)",2010.0,29.99,1,2015,2,11320
SoleSaliva304930,SoleSaliva,304930,Unturned,Smartly Dressed Games,2017.0,0.0,1,2014,0,2794
commanderliam94233470,commanderliam94,233470,Evoland,Shiro Games,2013.0,9.99,1,2015,1,316
765611980457333689480,76561198045733368,9480,Saints Row 2,Volition,2009.0,9.99,1,2011,1,1
76561198045733368227860,76561198045733368,227860,Castle Story,Sauropod Studio,2017.0,24.99,1,2014,1,2104
76561198045733368210770,76561198045733368,210770,Sanctum 2,Coffee Stain Studios,2013.0,14.99,1,2014,0,1148
rozashelz223470,rozashelz,223470,POSTAL 2,Running With Scissors,2003.0,9.99,1,2015,1,9
7656119805890488122370,76561198058904881,22370,Fallout 3: Game of the Year Edition,Bethesda Game Studios,2009.0,19.99,1,2015,2,6584
76561198058904881730,76561198058904881,730,Counter-Strike: Global Offensive,Valve,2012.0,14.99,1,2015,1,16594
76561198058904881417860,76561198058904881,417860,Emily is Away,Kyle Seeley,2015.0,0.0,1,2015,1,40
76561198122867779221260,76561198122867779,221260,Little Inferno,Tomorrow Corporation,2012.0,9.99,1,2015,0,671
76561198122867779113020,76561198122867779,113020,Monaco: What's Yours Is Mine,Pocketwatch Games,2013.0,14.99,1,2015,1,3140
76561198122867779346900,76561198122867779,346900,AdVenture Capitalist,Hyper Hippo Games,2015.0,0.0,1,2015,2,7883
76561198122867779353560,76561198122867779,353560,Plug &amp; Play,"Mario von Rickenbach,Michael Frei",2015.0,2.99,1,2015,1,13
76561198069411847230410,76561198069411847,230410,Warframe,Digital Extremes,2013.0,0.0,1,2014,0,44588
76561198069411847248820,76561198069411847,248820,Risk of Rain,"Hopoo Games, LLC",2013.0,9.99,1,2013,0,6435
dropitwhenitshot22380,dropitwhenitshot,22380,Fallout: New Vegas,Obsidian Entertainment,2010.0,9.99,1,2015,1,5787
dropitwhenitshot201790,dropitwhenitshot,201790,Orcs Must Die! 2,Robot Entertainment,2012.0,14.99,1,2014,1,289
weoweoman730,weoweoman,730,Counter-Strike: Global Offensive,Valve,2012.0,14.99,1,2014,2,26264
peptides244730,peptides,244730,Divekick,"Iron Galaxy Studios, LLC",2013.0,4.99,1,2014,1,94
peptides233720,peptides,233720,Surgeon Simulator,Bossa Studios,2013.0,9.99,1,2014,0,1333
76561198010399847237870,76561198010399847,237870,Planet Explorers,Pathea Games,2016.0,14.99,1,2014,1,10726
76561198045436944250900,76561198045436944,250900,The Binding of Isaac: Rebirth,"Nicalis, Inc.",2014.0,14.99,1,2015,0,3919
76561198067764491214420,76561198067764491,214420,Gear Up,Doctor Entertainment AB,2015.0,0.0,1,2014,1,617
the_prototype193230410,the_prototype193,230410,Warframe,Digital Extremes,2013.0,0.0,1,2013,1,17555
4_5C12U134000,4_5C12U13,4000,Garry's Mod,Facepunch Studios,2006.0,9.99,1,2013,0,44182
4_5C12U13221910,4_5C12U13,221910,The Stanley Parable,Galactic Cafe,2013.0,14.99,1,2014,0,424
4_5C12U13264140,4_5C12U13,264140,Pixel Piracy,Vitali Kirpu,2015.0,9.99,1,2014,1,128
4_5C12U13265930,4_5C12U13,265930,Goat Simulator,Coffee Stain Studios,2014.0,9.99,1,2014,1,390
