item_id,features
343270,"Disillusions Manga Horror, StephenAllen, 2013.0"
302970,"Radiant Defense, Hexage, 2014.0"
45300,"Wings of Prey, Gaijin Entertainment, 2009.0"
12200,"Bully: Scholarship Edition, Rockstar New England, 2008.0"
21660,"Street Fighter® IV, Capcom, 2009.0"
282400,"SuperPower 2 Steam Edition, GolemLabs, 2004.0"
24980,"Mass Effect 2, BioWare, 2010.0"
32340,"LOOM™, LucasArts, 1990.0"
61310,"Fractal: Make Blooms Not War, Cipher Prime Studios, 2011.0"
91600,"Sanctum, Coffee Stain Studios, 2011.0"
99910,"Puzzle Pirates, Three Rings, 2011.0"
263400,"War of the Human Tanks, Yakiniku Banzai, 2012.0"
310080,"Hatoful Boyfriend, Mediatonic,Hato Moa,The Irregular Corporation, 2014.0"
393410,"World of Soccer online, Johannes Eski, 2015.0"
13600,"Prince of Persia®: The Sands of Time, Kudosoft, 2003.0"
302270,"Dungeon Defenders Eternity, Nom Nom Games, 2014.0"
225080,"Brothers - A Tale of Two Sons, Starbreeze Studios AB, 2013.0"
91900,"Post Apocalyptic Mayhem, Steel Monkeys, 2011.0"
96000,"The Tiny Bang Story, Colibri Games, 2011.0"
270490,"The Forest of Doom, Tin Man Games, 2014.0"
331440,"bit Dungeon II, KintoGames, 2014.0"
324120,"Verde Station, Duelboot, 2014.0"
23490,"Tropico 3, Haemimont Games, 2009.0"
324080,"Rising World, JIW-Games, 2014.0"
17430,"Need for Speed Undercover, EA Black Box, 2008.0"
32800,"Lord of the Rings: War in the North, Snowblind Studios, 2011.0"
204080,"The Showdown Effect, Arrowhead Game Studios, 2013.0"
244590,"Epigenesis, Dead Shark Triplepunch, 2014.0"
2700,"RollerCoaster Tycoon® 3: Platinum, Frontier,Aspyr (Mac), 2006.0"
293760,"Automation - The Car Company Tycoon Game, Camshaft Software, 2015.0"
12430,"SlamIt Pinball Big Score, Technetium Games, 2009.0"
55110,"Red Faction®: Armageddon™, Volition, 2011.0"
381120,"Shoppe Keep, Strange Fire, 2016.0"
34010,"Alpha Protocol™, Obsidian Entertainment, 2010.0"
258970,"Gauntlet™ Slayer Edition, Arrowhead Game Studios, 2014.0"
280180,"Hover, Midgar Studio,Fusty Game, 2017.0"
220700,"RPG Maker VX Ace, KADOKAWA, 2012.0"
242570,"Space Hulk, Full Control Studios, 2013.0"
277590,"Assassin's Creed Freedom Cry, Ubisoft Montreal, 2014.0"
42120,"Lead and Gold: Gangs of the Wild West, Fatshark, 2010.0"
70100,"Hacker Evolution, exosyphen studios, 2010.0"
222520,"Champions of Regnum, NGD Studios, 2013.0"
258520,"The Vanishing of Ethan Carter, The Astronauts, 2014.0"
367670,"Controller Companion, Koga Tech Limited, 2015.0"
220900,"Jack Lumber, Owlchemy Labs, 2013.0"
295990,"Evopollution, Atapki, 2014.0"
219680,"Proteus, Ed Key and David Kanaga, 2013.0"
403190,"Planetbase, Madruga Works, 2015.0"
225280,"Full Mojo Rampage, Over the Top Games, 2014.0"
15000,"Tom Clancy's Rainbow Six Lockdown™, Red Storm Entertainment, 2006.0"
337040,"Deadnaut, Screwfly Studios, 2014.0"
350150,"Scraps: Modular Vehicle Combat, Moment Studio, 2015.0"
335840,"Goats on a Bridge, Cabygon, 2015.0"
401190,"Dinosaur Hunt, Racing Bros, 2015.0"
332500,"GRAV, BitMonster, Inc., 2015.0"
317820,"Guild of Dungeoneering, Gambrinous, 2015.0"
207490,"Rayman® Origins, UBIart Montpellier,Feral Interactive (Mac), 2012.0"
266490,"Lili: Child of Geos - Complete Edition, BitMonster, Inc., 2014.0"
252330,"Slender: The Arrival, Blue Isle Studios, 2013.0"
360940,"The Mean Greens - Plastic Warfare, Virtual Basement LLC,Code Headquarters LLC, 2015.0"
222730,"Reus, Abbey Games, 2013.0"
247950,"Sacred 3, Keen Games, 2014.0"
340340,"Domestic Dog, Sean Davy, 2014.0"
233150,"LUFTRAUSERS, Vlambeer, 2014.0"
201570,"Really Big Sky, Boss Baddie, 2012.0"
384310,"Dead In Bermuda, CCCP, 2015.0"
1510,"Uplink, Introversion Software, 2006.0"
250620,"Among the Sleep - Enhanced Edition, Krillbite Studio, 2017.0"
4500,"S.T.A.L.K.E.R.: Shadow of Chernobyl, GSC Game World, 2007.0"
281820,"Explodemon, Curve Studios, 2011.0"
318530,"Wings of Vi, Grynsoft, 2014.0"
209540,"Strike Suit Zero, Born Ready Games Ltd., 2013.0"
246700,"Strike Vector, Ragequit Corporation, 2014.0"
301760,"Disney•Pixar Cars 2: The Video Game, Avalanche Software, 2011.0"
30,"Day of Defeat, Valve, 2003.0"
60,"Ricochet, Valve, 2000.0"
102700,"A.V.A. Alliance of Valiant Arms™, Red Duck Inc., 2011.0"
331600,"One Piece Pirate Warriors 3, KOEI TECMO GAMES CO., LTD., 2015.0"
50,"Half-Life: Opposing Force, Gearbox Software, 1999.0"
375820,"Human Resource Machine, Tomorrow Corporation, 2015.0"
385830,"Burgers, storm_sharks, 2015.0"
288470,"Fable Anniversary, Lionhead Studios, 2014.0"
27020,"The Graveyard, Tale of Tales, 2008.0"
257510,"The Talos Principle, Croteam, 2014.0"
252530,"OMSI 2: Steam Edition, MR-Software GbR, 2013.0"
292180,"X-Plane 10 Global - 64 Bit, Laminar Research, 2014.0"
410340,"Liftoff, LuGus Studios, 2015.0"
280740,"Aperture Tag: The Paint Gun Testing Initiative, Aperture Tag Team, 2014.0"
248800,"Dysfunctional Systems: Learning to Manage Chaos, Dischan Media, 2013.0"
345200,"Tasty Blue, Dingo Games, 2015.0"
200910,"Before the Echo, Iridium Studios, 2011.0"
215280,"Secret World Legends, Funcom, 2017.0"
338000,"Echoes+, Binary Zoo,The Game Creators, 2015.0"
274290,"Gods Will Be Watching, Deconstructeam, 2014.0"
227860,"Castle Story, Sauropod Studio, 2017.0"
41000,"Serious Sam HD: The First Encounter, Croteam, 2009.0"
108500,"Vessel, Strange Loop Games, 2012.0"
243450,"Urban Trial Freestyle, Tate Multimedia, 2013.0"
248650,"Draw a Stickman: EPIC, Hitcents, 2013.0"
350080,"Wolfenstein: The Old Blood, MachineGames, 2015.0"
15100,"Assassin's Creed™: Director's Cut Edition, Ubisoft Montreal, 2008.0"
70400,"Recettear: An Item Shop's Tale, EasyGameStation, 2010.0"
250640,"Croixleur Sigma, souvenir circ., 2014.0"
263300,"BlazBlue: Calamity Trigger, Arc System Works, 2014.0"
43500,"M.U.D. TV, Realmforge Studios, 2010.0"
287290,"Resident Evil Revelations 2 / Biohazard Revelations 2, CAPCOM Co., Ltd., 2015.0"
38600,"Faerie Solitaire, Subsoap, 2010.0"
15320,"IL-2 Sturmovik: 1946, 1C: Maddox Games, 2006.0"
232010,"Euro Truck Simulator, SCS Software, 2008.0"
354380,"Assassin’s Creed® Chronicles: China, Climax Studios, 2015.0"
240600,"MotoGP™13, Milestone S.r.l., 2013.0"
241260,"Sherlock Holmes: Crimes and Punishments, Frogwares, 2014.0"
9200,"RAGE, id Software, 2011.0"
222140,"Puddle, Neko Entertainment, 2012.0"
65300,"Dustforce DX, Hitbox Team, 2012.0"
18500,"Defense Grid: The Awakening, Hidden Path Entertainment, 2008.0"
346250,"The Old Tree, Red Dwarf Games, 2012.0"
375910,"Anno 2205™, Blue Byte, 2015.0"
361800,"Tree of Life, oddonegames, 2017.0"
301910,"Saints Row: Gat out of Hell, Deep Silver Volition,High Voltage Software, 2015.0"
207350,"Ys Origin, Nihon Falcom, 2012.0"
289340,"Freight Tycoon Inc., Nikita, 2007.0"
42890,"Sword of the Stars: Complete Collection, Kerberos Productions Inc., 2008.0"
3830,"Psychonauts, Double Fine Productions, 2005.0"
283880,"Heroine's Quest: The Herald of Ragnarok, Crystal Shard, 2014.0"
228260,"Fallen Enchantress: Legendary Heroes, Stardock Entertainment, 2013.0"
236150,"Starpoint Gemini 2, Little Green Men Games, 2014.0"
236730,"Anomaly 2, 11 bit studios, 2013.0"
45740,"Dead Rising® 2, Capcom Vancouver, 2010.0"
261700,"Eryi's Action, Xtal Sword, 2013.0"
226720,"LOST PLANET® 3, Spark Unlimited, 2013.0"
65790,"ARMA: Cold War Assault, Bohemia Interactive, 2011.0"
233740,"Organ Trail: Director's Cut, The Men Who Wear Many Hats, 2013.0"
201510,"Flatout 3: Chaos &amp; Destruction, Team 6 Studios, 2011.0"
231140,"Cities XL Platinum, Focus Home Interactive, 2013.0"
293900,"Pivvot, Fixpoint Productions Ltd., 2014.0"
351510,"Quiplash, Jackbox Games, Inc., 2015.0"
348290,"Hospital Manager, CCCP, 2014.0"
32350,"STAR WARS™ Starfighter™, LucasArts, 2002.0"
258200,"Talisman: Prologue, Nomad Games, 2013.0"
12140,"Max Payne, Remedy Entertainment, 2001.0"
105800,"PixelJunk™ Eden, Q-Games Ltd., 2012.0"
294540,"Freddi Fish 3: The Case of the Stolen Conch Shell, Humongous Entertainment, 1998.0"
342570,"HIS (Heroes In the Sky), GameUS Inc., 2015.0"
302510,"Ryse: Son of Rome, Crytek, 2014.0"
353090,"Chicken Invaders 5, InterAction studios, 2015.0"
259450,"Drifter, Celsius Game Studios, 2014.0"
231060,"Ragnarok Online 2, Gravity, Inc., 2013.0"
213330,"LEGO® Batman 2 DC Super Heroes™, TT Games, 2012.0"
38740,"EDGE, Two Tribes, 2011.0"
214770,"Guacamelee! Gold Edition, DrinkBox Studios, 2013.0"
231740,"Knights of Pen and Paper +1 Edition, Behold Studios, 2013.0"
47890,"The Sims™ 3, The Sims Studio, 2009.0"
7730,"X-COM: Interceptor, MicroProse Software, Inc, 1998.0"
290140,"Echo of Soul, Mr. Blue, 2015.0"
290000,"DubWars, MURA Interactive, 2016.0"
15130,"Beyond Good and Evil™, Ubisoft, 2003.0"
255220,"GRID Autosport, Codemasters Racing,Feral Interactive (Mac),Feral Interactive (Linux), 2014.0"
377860,"Mushihimesama, CAVE Interactive CO.,LTD., 2015.0"
356520,"Port of Call, Underdog Games, 2015.0"
363270,"O3DX, Egamea Game Studios, 2016.0"
369400,"Let the Cat in, Eforb, 2015.0"
221540,"DG2: Defense Grid 2, Hidden Path Entertainment, 2014.0"
398840,"War of Beach, LUCKY GIRLS LIMITED, 2015.0"
364690,"SUPER DISTRO, KITATUS STUDIOS, 2015.0"
39190,"Dungeon Siege, Gas Powered Games, 2002.0"
26800,"Braid, Number None, 2009.0"
391720,"Layers of Fear, Bloober Team SA, 2016.0"
274250,"OlliOlli, Roll7,General Arcade, 2014.0"
297110,"Cosmic DJ, Gl33k, 2014.0"
299660,"6180 the moon, Turtle Cream,PokPoong Games, 2014.0"
259530,"Savant - Ascent, D-Pad Studio, 2013.0"
328500,"Potatoman Seeks the Troof, Pixeljam, 2014.0"
328940,"The Deer God, Crescent Moon Games,Cinopt Studios, 2015.0"
234650,"Shadowrun Returns, Harebrained Schemes, 2013.0"
251170,"Damned, 9heads Game Studios, 2014.0"
357480,"Frozen Free Fall: Snowball Fight, SuperVillain Studios, 2015.0"
24780,"SimCity™ 4 Deluxe Edition, EA - Maxis,Aspyr (Mac), 2003.0"
290300,"Rebel Galaxy, Double Damage Games, 2015.0"
318100,"AXYOS, Axyos Games, 2014.0"
307290,"Velvet Sundown, Tribe Studios, 2014.0"
291010,"The Hat Man: Shadow Ward, Game Mechanics, 2016.0"
9160,"Master Levels for Doom II, id Software, 1995.0"
314660,"Oddworld: New 'n' Tasty, Just Add Water (Developments), Ltd., 2015.0"
15390,"Brothers in Arms: Hell's Highway™, Gearbox Software, 2008.0"
57600,"Tropico 3: Absolute Power, Haemimont Games, 2010.0"
250460,"Bridge Constructor, ClockStone, 2013.0"
254080,"World War III: Black Gold, Reality Pump, 2001.0"
285050,"Showtime!, Myrtilus Entertainment, 2013.0"
285310,"RollerCoaster Tycoon®: Deluxe, Chris Sawyer Productions, 1999.0"
39670,"Chaser, Cauldron, 2003.0"
373420,"Divinity: Original Sin - Enhanced Edition, Larian Studios, 2015.0"
310790,"Geometry Wars™ 3: Dimensions Evolved, Lucid Games,Aspyr (Mac &amp; Linux), 2014.0"
2200,"Quake III Arena, id Software, 1999.0"
319740,"There Came an Echo, Iridium Studios, 2015.0"
209270,"Hero Academy, Robot Entertainment, 2012.0"
304030,"ArcheAge, XLGAMES, 2015.0"
15300,"Tom Clancy's Ghost Recon®, Red Storm Entertainment, 2001.0"
290650,"Time Ramesside (A New Reckoning), Panzer Gaming Studios, 2015.0"
307340,"Platypus, Idigicon, 2004.0"
8600,"RACE 07, SimBin, 2007.0"
273840,"Stock Car Extreme, Reiza Studios, 2015.0"
269270,"LOVE, Fred Wood, 2014.0"
314300,"CubeZ, Imaekgames [Imaek Limited], 2014.0"
409590,"KINGDOMS, Oreol, 2015.0"
92000,"Hydrophobia: Prophecy, Dark Energy Digital Ltd., 2011.0"
337070,"Dimmdrive :: Gaming Ramdrive @ 10,000+ MB/s, Dimmdrive Inc., 2015.0"
224820,"Super House of Dead Ninjas, Megadev, 2013.0"
315340,"A.R.E.S. Extinction Agenda EX, Extend Studio, 2014.0"
353360,"how do you Do It?, Nina Freeman,Emmett Butler,Decky Coss,Joni Kittaka, 2014.0"
265870,"Alpha Kimori™ 1, Sherman3D, 2014.0"
304730,"Train Fever, Urban Games, 2014.0"
310470,"Grand Ages: Medieval, Gaming Minds Studios, 2015.0"
289930,"TransOcean: The Shipping Company, Deck13 Hamburg, 2014.0"
22000,"World of Goo, 2D BOY, 2008.0"
304670,"Aeon Command, Bat Country Games, LLC, 2014.0"
97100,"Section 8®: Prejudice™, TimeGate Studios, 2011.0"
200230,"Off-Road Drive, 1C-Avalon, 2011.0"
385530,"Астролорды: Облако Оорта, Aratog LLC, 2015.0"
318020,"Act of Aggression - Reboot Edition, Eugen Systems, 2015.0"
252070,"Gimbal, 8888888 LABS, 2013.0"
336520,"Might &amp; Magic Heroes Online, Blue Byte, 2015.0"
47700,"Command &amp; Conquer 4: Tiberian Twilight, EA Los Angeles, 2010.0"
50510,"Burn Zombie Burn!, doublesix, 2010.0"
352960,"Star Horizon, Orbital Knight, 2015.0"
252910,"Skyscraper Simulator, United Independent Entertainment GmbH,Actalogic, 2010.0"
289520,"King's Bounty: Dark Side, 1C-SoftClub, 2014.0"
351710,"Hyperdimension Neptunia Re;Birth2: Sisters Generation / 超次次元ゲイム ネプテューヌRe;Birth2, Idea Factory,Compile Heart,Felistella, 2015.0"
375040,"Death Tractor, Exato Game Studios, 2015.0"
315840,"Catacomb Kids, FourbitFriday, 2015.0"
316790,"Grim Fandango Remastered, Double Fine Productions, 2015.0"
331670,"The Jackbox Party Pack, Jackbox Games, Inc., 2014.0"
92700,"Shadow Harvest: Phantom Ops, Black Lion Studios, 2011.0"
11450,"Overlord™, Triumph Studios,Virtual Programming, 2007.0"
221020,"Towns, Xavi Canal, Ben Palgi, 2012.0"
381990,"Dragon Saga, Gravity Interactive, 2010.0"
24840,"Medal of Honor: Airborne, EA Los Angeles, 2007.0"
338170,"Ratz Instagib, Lino Slahuschek, 2016.0"
39800,"Nation Red, DiezelPower, 2010.0"
418300,"Wick, Hellbent Games, 2015.0"
367450,"Poly Bridge, Dry Cactus, 2016.0"
243360,"TrackMania² Valley, Nadeo, 2013.0"
359040,"The Music Machine, David Szymanski, 2015.0"
372210,"Spooky Cats, Russpuppy, 2015.0"
3480,"Peggle Deluxe, PopCap Games, Inc., 2007.0"
241720,"Guncraft, Exato Games Studio, 2013.0"
8800,"Civilization IV: Beyond the Sword, Firaxis Games, 2007.0"
283680,"Astebreed: Definitive Edition, Edelweiss, 2014.0"
280600,"BloodLust Shadowhunter, WRF Studios, 2015.0"
275490,"Canyon Capers, Crazy Moo Games, 2014.0"
403570,"Stigmat, Akakiy Petrushkin, 2015.0"
269350,"Montas, Organic Humans, 2014.0"
47780,"Dead Space™ 2, Visceral Games, 2011.0"
94000,"Dinner Date, Stout Games, 2011.0"
339290,"Castle, Snails Animation, 2015.0"
351900,"Pregnancy, Locomotivah, 2015.0"
207170,"Legend of Grimrock, Almost Human Games, 2012.0"
271900,"Hexcells Plus, Matthew Brown, 2014.0"
407600,"Raiden Legacy - Steam Edition, DotEmu, 2015.0"
365660,"OlliOlli2: Welcome to Olliwood, Roll7, 2015.0"
283660,"Rabbit Hole 3D: Steam Edition, Somi, 2014.0"
330390,"Grandia® II Anniversary Edition, GAME ARTS Co., Ltd.,SkyBox Labs, 2015.0"
209370,"Analogue: A Hate Story, Love Conquers All Games, 2012.0"
253980,"Enclave, Starbreeze, 2003.0"
231160,"The Swapper, Olli Harjola, Otto Hantula, Tom Jubert, Carlo Castellano, 2013.0"
289760,"ROCKETSROCKETSROCKETS, Radial Games Corp,Loren Bednar,Dr. Kimberly Voll,Lindsay Jorgensen, 2015.0"
1520,"DEFCON, Introversion Software, 2006.0"
200050,"Naval War: Arctic Circle, Turbo Tape Games, 2012.0"
293180,"Overcast - Walden and the Werewolf, Microblast Games, 2014.0"
244810,"Foul Play, Mediatonic,The Irregular Corporation, 2013.0"
258590,"Adventure Time: Finn and Jake's Epic Quest, NGD Studios, 2014.0"
261530,"Lifeless Planet Premier Edition, Stage 2 Studios, 2014.0"
249550,"NEStalgia, Silk Games, 2014.0"
2300,"DOOM II, id Software, 1994.0"
217100,"Dementium II HD, Memetic Games, 2013.0"
297350,"The Old City: Leviathan, PostMod Softworks, 2014.0"
326160,"Shroud of the Avatar: Forsaken Virtues, Portalarium, 2014.0"
384360,"Fingered, Edmund McMillen,James Id, 2015.0"
313690,"LEGO® Batman™3: Beyond Gotham, TT Games Ltd,Feral Interactive (Mac), 2014.0"
257730,"Infinity Wars: Animated Trading Card Game, Lightmare Studios, 2014.0"
248170,"Clickteam Fusion 2.5, Clickteam, 2013.0"
262490,"Manga Maker Comipo, ComiPo! LLP, 2014.0"
310070,"The Nightmare Cooperative, Lucky Frame, 2014.0"
310700,"Super Win the Game, Minor Key Games, 2014.0"
312630,"OTTTD, SMG Studio, 2014.0"
223810,"Ys I &amp; II Chronicles+, Nihon Falcom, 2013.0"
31290,"Back to the Future: The Game, Telltale Games, 2010.0"
286340,"FarSky, Farsky Interactive, 2014.0"
95400,"ibb &amp; obb, Sparpweed,Codeglue, 2014.0"
217690,"Anna - Extended Edition, Dreampainters, 2013.0"
401810,"Poi, PolyKid, 2017.0"
244870,"Electronic Super Joy, Michael Todd Games, 2013.0"
32470,"STAR WARS™ Empire at War - Gold Pack, Petroglyph, 2006.0"
9350,"Supreme Commander, Gas Powered Games, 2007.0"
36000,"Foreign Legion: Buckets of Blood, Sakari Indie, 2009.0"
416130,"Written in the Sky, Unwonted Studios, 2015.0"
32500,"STAR WARS™: The Force Unleashed™ II, Aspyr Studios, 2010.0"
271500,"Sniper Art of Victory, CI Games, 2008.0"
280040,"A Wizard's Lizard, Lost Decade Games, 2014.0"
283080,"Super Chibi Knight, PestoForce, 2015.0"
274620,"Skara - The Blade Remains, 8-Bit Studio, 2017.0"
362810,"Fighties, PillowPigGames, 2015.0"
11230,"Gumboy Tournament, CINEMAX, s.r.o., 2008.0"
279260,"Richard &amp; Alice, Owl Cave, 2014.0"
340300,"Teddy Floppy Ear - Mountain Adventure, Forever Entertainment S. A., 2015.0"
271360,"Industry Giant 2, Fancy Bytes, Reactor, 2015.0"
344040,"Voxelized, Lord Kres, 2015.0"
342200,"MechWarrior Online™, Piranha Games Inc., 2015.0"
7770,"X-COM: Enforcer, MicroProse Software, Inc, 2001.0"
16810,"Sid Meier's Civilization IV: Colonization, Firaxis Games, 2008.0"
256050,"Adventure Park, b-Alive, 2013.0"
279420,"Gardens Inc. – From Rakes to Riches, World-Loom,Nitreal, 2014.0"
360730,"Cards and Castles, Red Team Games, 2015.0"
111600,"Serious Sam Double D XXL, Mommy's Best Games, 2011.0"
303800,"The Witcher Adventure Game, CD PROJEKT RED,Can Explode, 2014.0"
358960,"Canabalt, Finji,Kittehface Software, 2015.0"
42920,"The Kings' Crusade, NeoCoreGames, 2010.0"
322520,"DYNASTY WARRIORS® 8 Empires, KOEI TECMO GAMES CO., LTD., 2015.0"
251150,"The Legend of Heroes: Trails in the Sky, Nihon Falcom, 2014.0"
102600,"Orcs Must Die!, Robot Entertainment, 2011.0"
244770,"StarMade, Schine, GmbH, 2014.0"
256290,"Child of Light, Ubisoft Montréal, 2014.0"
105100,"Lume, State of Play Games, 2011.0"
325090,"Deep Dungeons of Doom, Bossa Studios, 2014.0"
312530,"Duck Game, Landon Podbielski, 2015.0"
315600,"Ford Racing 3, Razorworks, 2005.0"
228760,"TrackMania² Canyon, Nadeo, 2011.0"
7200,"Trackmania United Forever Star Edition, Nadeo, 2008.0"
373180,"Kung Fury: Street Rage, Hello There AB, 2015.0"
111400,"Bunch of Heroes, NGD Studios, 2011.0"
209060,"Drunken Robot Pornography, Dejobaan Games, LLC, 2014.0"
292630,"Uriel's Chasm, Rail Slave Games, 2014.0"
348380,"The Interview, Anothink, 2015.0"
294860,"Valkyria Chronicles™, SEGA, 2014.0"
206610,"3SwitcheD, Reality Pump, 2012.0"
354640,"The Settlers Online, Blue Byte, 2010.0"
304500,"Rooms: The Main Building, HandMade Game, 2014.0"
57900,"Duke Nukem Forever, Gearbox Software, 2011.0"
61600,"Zen Bound 2, Secret Exit Ltd., 2010.0"
203210,"Titan Attacks!, Puppygames, 2012.0"
8080,"Kane and Lynch: Dead Men™, IO Interactive, 2007.0"
7510,"X-Blades, Gaijin Entertainment, 2009.0"
94200,"Jamestown, Final Form Games, 2011.0"
20510,"S.T.A.L.K.E.R.: Clear Sky, GSC Game World, 2008.0"
227160,"Kinetic Void, Badland Studio, 2014.0"
342980,"Destination Sol, MovingBlocks, 2015.0"
246090,"Spacebase DF-9, Double Fine Productions, 2014.0"
65740,"Carrier Command: Gaea Mission, Bohemia Interactive, 2012.0"
211740,"Thief™ II: The Metal Age, Looking Glass Studios, 2000.0"
6900,"Hitman: Codename 47, Io-Interactive A/S, 2000.0"
243780,"PixelJunk™ Monsters Ultimate, Double Eleven,Q-Games Ltd., 2013.0"
6550,"Devil May Cry® 3 Special Edition, CAPCOM Co., Ltd., 2006.0"
45700,"Devil May Cry 4, Capcom, 2008.0"
370240,"NBA 2K16, Visual Concepts, 2015.0"
326410,"Windward, Tasharen Entertainment Inc., 2015.0"
321060,"Gender Bender DNA Twister Extreme, Transcendent Games, 2014.0"
41600,"Earthworm Jim 3D, VIS Interactive, 1999.0"
45710,"Dark Void™, Airtight Games, 2010.0"
269310,"Infectonator: Survivors, Toge Productions, 2016.0"
230310,"Akaneiro: Demon Hunters, Spicy Horse, 2014.0"
299540,"Heroes Rise: The Prodigy, Choice of Games, 2012.0"
332570,"Amazing Frog?, Fayju, 2014.0"
12810,"Overlord II, Triumph Studios,Virtual Programming, 2009.0"
224460,"Contrast, Compulsion Games, 2013.0"
265300,"Lords Of The Fallen™, CI Games,Deck 13, 2014.0"
205870,"Auditorium, Cipher Prime Studios, 2012.0"
41500,"Torchlight, Runic Games, 2009.0"
233470,"Evoland, Shiro Games, 2013.0"
299720,"Terrorhedron Tower Defense, Dan Walters, 2014.0"
301190,"Frederic: Resurrection of Music, Forever Entertainment S. A., 2014.0"
339400,"Runestone Keeper, Blackfire Games, 2015.0"
244160,"Homeworld Remastered Collection, Gearbox Software,Aspyr (Mac), 2015.0"
253350,"Tiny Barbarian DX, StarQuail Games, 2013.0"
269030,"The Yawhg, Damian Sommer,Emily Carroll, 2013.0"
311730,"DEAD OR ALIVE 5 Last Round: Core Fighters, Team NINJA,KOEI TECMO GAMES CO., LTD., 2015.0"
201210,"Pox Nora, Desert Owl Games LLC, 2014.0"
349220,"The Black Watchmen, Alice &amp; Smith, 2015.0"
215510,"Rocketbirds: Hardboiled Chicken, Ratloop Asia, 2012.0"
248350,"Omegalodon, North of Earth, 2012.0"
296150,"G-Ball, Genee Network, 2014.0"
250520,"UnderRail, Stygian Software, 2015.0"
344860,"Crystal Story II, Emmanuel Salva Cruz, 2015.0"
271570,"Space Farmers, BumpkinBrothers, 2014.0"
261110,"Killer is Dead - Nightmare Edition, KADOKAWA GAMES / GRASSHOPPER MANUFACTURE, 2014.0"
266070,"City of Steam: Arkadia, Mechanist Games, 2014.0"
250110,"Assault Android Cactus, Witch Beam, 2015.0"
47920,"Shift 2 Unleashed, Slightly Mad Studios, 2011.0"
323380,"The Magic Circle, Question, 2015.0"
40,"Deathmatch Classic, Valve, 2001.0"
20570,"Warhammer® 40,000: Dawn of War® II Chaos Rising, Relic Entertainment,Feral Interactive (Mac/Linux), 2010.0"
11240,"Space Trader: Merchant Marine, Meridian4, 2008.0"
319400,"Disney Winnie the Pooh, Disney Interactive, 2011.0"
365450,"Hacknet, Team Fractal Alligator, 2015.0"
211160,"Viking: Battle for Asgard, Creative Assembly, PC Port - Hardlight, 2012.0"
351050,"Cricket Captain 2015, Childish Things, 2015.0"
218820,"Mercenary Kings, Tribute Games Inc., 2014.0"
286200,"ReignMaker, Frogdice, 2014.0"
278620,"TinyKeep, Phigames, 2014.0"
326670,"Warhammer Quest, Rodeo Games,Twistplay, 2015.0"
342150,"Games of Glory, Lightbulb Crew, 2017.0"
110800,"L.A. Noire, Team Bondi,Rockstar Leeds, 2011.0"
315810,"eden*, minori, 2015.0"
352010,"Beach Bounce, BurstRay Games, 2015.0"
360550,"Cursed Sight, InvertMouse, 2015.0"
396650,"ACE Academy, PixelFade Inc, 2016.0"
351970,"Tales of Zestiria, BANDAI NAMCO Studio Inc., 2015.0"
277450,"Imperial Glory, Pyro Studios, 2005.0"
11280,"Penguins Arena: Sedna's World, Frogames, 2008.0"
7830,"Men of War™, Best Way, 2009.0"
311140,"The Stalin Subway, Orion Games, 2006.0"
331200,"Grass Simulator, Daniel Davies, 2015.0"
12830,"Operation Flashpoint: Dragon Rising, Codemasters Studios, 2009.0"
22180,"Penumbra Overture, Frictional Games, 2007.0"
210550,"Angry Birds Space, Rovio Entertainment Ltd, 2013.0"
15750,"Oddworld: Stranger's Wrath HD, Oddworld Inhabitants, 2010.0"
317710,"Velocibox, Shawn Beck, 2014.0"
220160,"Trials Evolution: Gold Edition, Redlynx Ltd,Ubisoft  Shanghaï, 2013.0"
219700,"Dogs of War Online, Cyanide, 2014.0"
7660,"X-COM: Apocalypse, MicroProse Software, Inc, 1997.0"
312010,"Bird Assassin, Social Loner Studios, 2011.0"
292780,"Pajama Sam 2: Thunder and Lightning Aren't So Frightening, Humongous Entertainment, 1998.0"
295770,"Rogue Shooter: The FPS Roguelike, Hippomancer, 2014.0"
227480,"God Mode, Old School Games, 2013.0"
344850,"Big Pharma, Twice Circled, 2015.0"
46540,"Trapped Dead, Headup Games / Crenetic, 2011.0"
302060,"Trucks &amp; Trailers, SCS Software, 2011.0"
221680,"Rocksmith® 2014 Edition - Remastered, Ubisoft - San Francisco, 2016.0"
232910,"TrackMania² Stadium, Nadeo, 2013.0"
73020,"Majesty 2 Collection, 1C:InoCo, 2011.0"
226960,"Ironclad Tactics, Zachtronics, 2013.0"
291910,"Firefighters 2014, VIS - Visual Imagination Software, 2014.0"
265690,"NaissanceE, Limasse Five, 2014.0"
370190,"Ruzh Delta Z, Pribuni, 2015.0"
297130,"Titan Souls, Acid Nerve, 2015.0"
316430,"Battle of Empires : 1914-1918, Great War Team, 2015.0"
237590,"R.I.P.D.: The Game, Old School Games, 2013.0"
209520,"Mini Motor Racing EVO, The Binary Mill, 2013.0"
40970,"Stronghold Crusader HD, FireFly Studios, 2002.0"
224960,"Tomb Raider I, Core Design, 2012.0"
39690,"ArcaniA, Spellbound Studios, 2010.0"
214870,"Painkiller Hell &amp; Damnation, The Farm 51, 2012.0"
211780,"Conflict Desert Storm™, Pivotal Games, 2002.0"
256010,"Jagged Alliance Flashback, Full Control, 2014.0"
204530,"Infested Planet, Rocket Bear Games, 2014.0"
225360,"DARK, Realmforge Studios, 2013.0"
